scene,Center_x,Center_y,patch,patch_cal,category,Head_x,Head_y,Tail_x,Tail_y,UpperLeft_x,UpperLeft_y,LowerRight_x,LowerRight_y,Manual_Length,Center_longitude,Center_latitude,North_Direction,Chip_Direction,Incidence,Elevation,Slant_Range_Time,MMSI,Nav_Status,Rot,Sog,AIS_Longitude,AIS_Latitude,Projected_Latitude,Projected_Longitude,Cog,True_Head,AIS_Length,AIS_Width,Draught,Name,Ship_Type,Length_overall,Breadth_extreme,Elaborated_type,Gross_tonnage,Deadweight,patch_vv_label,patch_vh_label,patch_vv_actual_file,patch_vh_actual_file,patch_cal_vv_label,patch_cal_vh_label,patch_cal_vv_actual_file,patch_cal_vh_actual_file,patch_uint8_vv_label,patch_uint8_vh_label,patch_uint8_vv_actual_file,patch_uint8_vh_actual_file,patch_rgb_vv_label,patch_rgb_vh_label,patch_rgb_vv_actual_file,patch_rgb_vh_actual_file,polarization_vv,polarization_vh,main_polarization,available_polarizations,gfw_lookup_status,gfw_total,gfw_vessel_id,gfw_ssvid,gfw_name,gfw_flag,gfw_callsign,gfw_imo,gfw_shiptype,gfw_shiptype_source,gfw_geartype,gfw_geartype_source,gfw_self_period_from,gfw_self_period_to,gfw_registry_match,gfw_registry_ssvid,gfw_registry_name,gfw_registry_flag,gfw_registry_imo,gfw_registry_length_m,gfw_registry_width_m,gfw_registry_draught_m,gfw_registry_tonnage_gt,gfw_registry_deadweight,gfw_error,head_tail_status,head_tail_method,head_tail_confidence,head_tail_pixel_resolution_m,head_tail_length_pixels,sar_axis_bearing_mod180,sar_axis_elongation,sar_axis_component_area,sar_axis_threshold_percentile,sar_axis_consistency_deg,ais_motion_bearing,ais_motion_distance_km,ais_before_timestamp,ais_after_timestamp,ais_before_lat,ais_before_lon,ais_after_lat,ais_after_lon,ais_nearest_scene_distance_km,axis_ais_angle_difference_deg,head_tail_error,head_tail_pass2_status,head_tail_pass2_error,head_tail_axis_source,head_tail_vv_axis_bearing_mod180,head_tail_vh_axis_bearing_mod180,head_tail_cross_pol_difference_deg,gfw_sar_bearing_status,gfw_sar_bearing,gfw_sar_bearing_feature_id,gfw_sar_bearing_timestamp,gfw_sar_bearing_match_distance_m,gfw_sar_bearing_existing_head_difference_deg,gfw_sar_bearing_error,gfw_dataset,gfw_registry_tonnage_gt_source,gfw_registry_deadweight_source,IMO,GT,DWT,IMO_source,GT_source,DWT_source,UpperLeft_LowerRight_status,UpperLeft_LowerRight_source,IMO_source_url,GT_source_url,vesselfinder_gt,vesselfinder_imo,vesselfinder_mmsi,vesselfinder_name,vesselfinder_source_url,vesselfinder_gt_status,vesselfinder_imo_status,boat_agent_imo,boat_agent_gt,boat_agent_name,boat_agent_source_url,boat_agent_imo_status,DWT_source_url,shipxplorer_imo,shipxplorer_gt,shipxplorer_dwt,shipxplorer_name,shipxplorer_source_url,shipxplorer_status,patch_size,source_dataset,Name_source,Length_overall_source,Length_overall_source_url
S1A_IW_GRDH_1SDV_20260206T092921_20260206T092946_063096_07EB4D_B0C8,13011,15486,Cargo_x13011_y15486.tif,Cargo_x13011_y15486.tif,Cargo,13008,15487,13014,15485,12979,15454,13043,15518,70.0738068,132.5584568336558,-2.4155758143591712,,,,,,525701408,,,,,,,,,,,,,LCT MARINE ENERGY 1,CARGO,,,Cargo,1003.0,1800.0,Cargo_x13011_y15486_vv.tif,Cargo_x13011_y15486_vh.tif,Cargo_x13011_y15486.tif,Cargo_x13011_y15486_vh.tif,Cargo_x13011_y15486_vv.tif,Cargo_x13011_y15486_vh.tif,Cargo_x13011_y15486.tif,Cargo_x13011_y15486_vh.tif,Cargo_x13011_y15486_vv.tif,Cargo_x13011_y15486_vh.tif,Cargo_x13011_y15486.tif,Cargo_x13011_y15486_vh.tif,Cargo_x13011_y15486_vv.png,Cargo_x13011_y15486_vh.png,Cargo_x13011_y15486.png,Cargo_x13011_y15486_vh.png,VV,VH,VV,"VV,VH",matched,3,ca1a58d52-21cf-6e5a-039c-4a7fd0794c32,525701408,LCT MARINE ENERGY 1,IDN,YDMY3,1072024.0,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2025-11-14T15:41:49Z,2026-06-01T23:56:25Z,,,,,,,,,,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,7.00738068,78.3740027377299,5.576052059031186,54.0,98.0,2.1752247670831792,269.9983109846354,8.887876310120632,2026-02-06T09:00:00+00:00,2026-02-06T10:00:00+00:00,-2.42,132.57000732421875,-2.42,132.49000549316406,1.374282221603108,11.6243082469055,,already_filled,,,,,,exact_scene_position_match,259.0,S1A_IW_GRDH_1SDV_20260206T092921_20260206T092946_063096_07EB4D_B0C8;132.5584570;-2.4155760,1770370174,0.027706045564514205,7.434948822922024,,public-global-vessel-identity:v4.0,,,1072024.0,1003.0,1800.0,GFW selfReportedInfo.imo,"VesselFinder details page, IMO exact match","Maritime Optima vessel page, IMO/MMSI exact match",derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,https://www.vesselfinder.com/vessels/details/1072024,1003.0,1072024.0,525701408.0,LCT MARINE ENERGY 1,https://www.vesselfinder.com/vessels/details/1072024,matched_by_imo,,,,,,,https://maritimeoptima.com/public/vessels/pages/imo%3A1072024/mmsi%3A525701408/LCT_MARINE_ENERGY_1.html,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260206T110630_20260206T110659_063097_07EB59_F19D,13142,13421,Cargo_x13142_y13421.tif,Cargo_x13142_y13421.tif,Cargo,13134,13424,13150,13418,13110,13389,13174,13453,178.518204,109.09459655566152,-7.7329270256969505,,,,,,525801994,,,,,,,,,,,,,HABCO PYXIS,CARGO,,,Cargo,23426.0,36009.0,Cargo_x13142_y13421_vv.tif,Cargo_x13142_y13421_vh.tif,Cargo_x13142_y13421.tif,Cargo_x13142_y13421_vh.tif,Cargo_x13142_y13421_vv.tif,Cargo_x13142_y13421_vh.tif,Cargo_x13142_y13421.tif,Cargo_x13142_y13421_vh.tif,Cargo_x13142_y13421_vv.tif,Cargo_x13142_y13421_vh.tif,Cargo_x13142_y13421.tif,Cargo_x13142_y13421_vh.tif,Cargo_x13142_y13421_vv.png,Cargo_x13142_y13421_vh.png,Cargo_x13142_y13421.png,Cargo_x13142_y13421_vh.png,VV,VH,VV,"VV,VH",matched,1,61ff6ce7c-c652-1b48-ac39-8b8b18a8ccd8,525801994,HABCO PYXIS,IDN,YDYA3,9467627.0,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2025-04-30T03:17:50Z,2026-06-01T23:58:50Z,,,,,,,,,,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,17.8518204,,,,,,,,,,,,,,,,,not_filled,pergerakan AIS terlalu kecil untuk menentukan kepala,,,,,exact_scene_position_match,251.0,S1A_IW_GRDH_1SDV_20260206T110630_20260206T110659_063097_07EB59_F19D;109.0945970;-7.7329270,1770376005,0.04904224532918836,1.556045219583467,,public-global-vessel-identity:v4.0,,,9467627.0,23426.0,36009.0,GFW selfReportedInfo.imo,"VesselFinder details page, IMO exact match","Maritime Optima vessel page, IMO/MMSI exact match",derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,https://www.vesselfinder.com/vessels/details/9467627,23426.0,9467627.0,525801994.0,HABCO PYXIS,https://www.vesselfinder.com/vessels/details/9467627,matched_by_imo,,,,,,,https://maritimeoptima.com/public/vessels/pages/imo%3A9467627/mmsi%3A525801994/HABCO_PYXIS.html,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260210T211716_20260210T211741_063162_07EDB8_A355,13177,16642,Cargo_x13177_y16642.tif,Cargo_x13177_y16642.tif,Cargo,13181,16636,13173,16648,13145,16610,13209,16674,146.625397,126.65972022687836,2.164796586345369,,,,,,352001411,,,,,,,,,,,,,HH PEARL,CARGO,171.6,,Cargo,19707.0,32130.0,Cargo_x13177_y16642_vv.tif,Cargo_x13177_y16642_vh.tif,Cargo_x13177_y16642.tif,Cargo_x13177_y16642_vh.tif,Cargo_x13177_y16642_vv.tif,Cargo_x13177_y16642_vh.tif,Cargo_x13177_y16642.tif,Cargo_x13177_y16642_vh.tif,Cargo_x13177_y16642_vv.tif,Cargo_x13177_y16642_vh.tif,Cargo_x13177_y16642.tif,Cargo_x13177_y16642_vh.tif,Cargo_x13177_y16642_vv.png,Cargo_x13177_y16642_vh.png,Cargo_x13177_y16642.png,Cargo_x13177_y16642_vh.png,VV,VH,VV,"VV,VH",matched,1,98b77be48-8772-22e4-50bf-89ba14e15a4b,352001411,HH PEARL,PAN,3E2158,9214159.0,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2022-05-22T02:37:52Z,2026-06-01T16:15:04Z,registry_imo_match,441962000.0,JUDY,KOR,9214159.0,171.6,,,19707.0,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,14.6625397,35.89333725339726,13.81337574175076,62.0,99.5,0.7109526935441153,35.728984709023905,34.245377573295784,2026-02-10T21:00:00+00:00,2026-02-10T22:00:00+00:00,2.15,126.6500015258789,2.4,126.83000183105467,1.968053230079966,0.164352544373358,,already_filled,,,,,,exact_scene_position_match,33.0,S1A_IW_GRDH_1SDV_20260210T211716_20260210T211741_063162_07EDB8_A355;126.6597200;2.16479700,1770758249,0.052451852853996075,0.6900675259797708,,public-global-vessel-identity:v4.0,GFW registryInfo.tonnageGt,,9214159.0,19707.0,32130.0,GFW registryInfo.imo,GFW registryInfo.tonnageGt,"Maritime Optima vessel page, IMO/MMSI exact match",derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,,,,,,,,,,,https://maritimeoptima.com/public/vessels/pages/imo%3A9214159/mmsi%3A352001411/HH_PEARL.html,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260205T102546_20260205T102615_063082_07EACD_4837,13192,9752,Cargo_x13192_y9752.tif,Cargo_x13192_y9752.tif,Cargo,13183,9754,13201,9750,13160,9720,13224,9784,187.156708,119.0474823735484,-5.92763771328516,,,,,,352005955,,,,,,,,,,,,,PALADIN TRADER,CARGO,,,Cargo,25171.0,40546.0,Cargo_x13192_y9752_vv.tif,Cargo_x13192_y9752_vh.tif,Cargo_x13192_y9752.tif,Cargo_x13192_y9752_vh.tif,Cargo_x13192_y9752_vv.tif,Cargo_x13192_y9752_vh.tif,Cargo_x13192_y9752.tif,Cargo_x13192_y9752_vh.tif,Cargo_x13192_y9752_vv.tif,Cargo_x13192_y9752_vh.tif,Cargo_x13192_y9752.tif,Cargo_x13192_y9752_vh.tif,Cargo_x13192_y9752_vv.png,Cargo_x13192_y9752_vh.png,Cargo_x13192_y9752.png,Cargo_x13192_y9752_vh.png,VV,VH,VV,"VV,VH",matched,1,2d2fb87e1-1b18-15f3-b626-19797e0e6996,352005955,PALADIN TRADER,PAN,3E8452,1014371.0,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2025-09-01T01:20:38Z,2026-06-01T23:38:25Z,,,,,,,,,,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,18.7156708,,,,,,,,,,,,,,,,,not_filled,posisi AIS terdekat lebih dari 7.5 km,,,,,exact_scene_position_match,256.3999938964844,S1A_IW_GRDH_1SDV_20260205T102546_20260205T102615_063082_07EACD_4837;119.0474820;-5.9276380,1770287161,0.05218540594367807,1.071198394364103,,public-global-vessel-identity:v4.0,,,1014371.0,25171.0,40546.0,GFW selfReportedInfo.imo,"VesselFinder details page, IMO exact match","Maritime Optima vessel page, IMO/MMSI exact match",derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,https://www.vesselfinder.com/vessels/details/1014371,25171.0,1014371.0,352005955.0,PALADIN TRADER,https://www.vesselfinder.com/vessels/details/1014371,matched_by_imo,,,,,,,https://maritimeoptima.com/public/vessels/pages/imo%3A1014371/mmsi%3A352005955/PALADIN_TRADER.html,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260205T224825_20260205T224850_063090_07EB0F_2593,13216,3130,Cargo_x13216_y3130.tif,Cargo_x13216_y3130.tif,Cargo,13223,3134,13209,3126,13184,3098,13248,3162,166.722687,103.60330555269704,1.0547682663475333,,,,,,372188000,,,,,,,,,,,,,DANCEWOOD SW,CARGO,,,Cargo,18001.0,29065.0,Cargo_x13216_y3130_vv.tif,Cargo_x13216_y3130_vh.tif,Cargo_x13216_y3130.tif,Cargo_x13216_y3130_vh.tif,Cargo_x13216_y3130_vv.tif,Cargo_x13216_y3130_vh.tif,Cargo_x13216_y3130.tif,Cargo_x13216_y3130_vh.tif,Cargo_x13216_y3130_vv.tif,Cargo_x13216_y3130_vh.tif,Cargo_x13216_y3130.tif,Cargo_x13216_y3130_vh.tif,Cargo_x13216_y3130_vv.png,Cargo_x13216_y3130_vh.png,Cargo_x13216_y3130.png,Cargo_x13216_y3130_vh.png,VV,VH,VV,"VV,VH",matched,3,8e8c4fde6-6cc4-4a8d-5413-380e6f02d8c0,372188000,DANCEWOOD SW,PAN,3FGQ2,9639672.0,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2013-06-17T07:20:15Z,2026-06-01T21:28:35Z,registry_ssvid_exact,372188000.0,DANCEWOODSW,PAN,9639672.0,,,,18001.0,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,16.6722687,,,,,,,,,,,,,,,,,not_filled,konsensus VV/VH tidak sejajar kuat dengan arah AIS,,,,,exact_scene_position_match,119.0999984741211,S1A_IW_GRDH_1SDV_20260205T224825_20260205T224850_063090_07EB0F_2593;103.6033060;1.05476800,1770331718,0.05788055276715216,0.6448828228211596,,public-global-vessel-identity:v4.0,GFW registryInfo.tonnageGt,,9639672.0,18001.0,29065.0,GFW registryInfo.imo,GFW registryInfo.tonnageGt,"Maritime Optima vessel page, IMO/MMSI exact match",derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,,,,,,,,,,,https://maritimeoptima.com/public/vessels/pages/imo%3A9639672/mmsi%3A372188000/DANCEWOOD_SW.html,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260204T220815_20260204T220840_063075_07EA7C_278C,13283,11430,Cargo_x13283_y11430.tif,Cargo_x13283_y11430.tif,Cargo,13286,11432,13280,11428,13251,11398,13315,11462,71.2483521,113.13334840511952,-3.203181282863345,,,,,,525901843,,,,,,,,,,,,,SPOB.KERTAJAYA,CARGO,,,Cargo,1527.0,3435.0,Cargo_x13283_y11430_vv.tif,Cargo_x13283_y11430_vh.tif,Cargo_x13283_y11430.tif,Cargo_x13283_y11430_vh.tif,Cargo_x13283_y11430_vv.tif,Cargo_x13283_y11430_vh.tif,Cargo_x13283_y11430.tif,Cargo_x13283_y11430_vh.tif,Cargo_x13283_y11430_vv.tif,Cargo_x13283_y11430_vh.tif,Cargo_x13283_y11430.tif,Cargo_x13283_y11430_vh.tif,Cargo_x13283_y11430_vv.png,Cargo_x13283_y11430_vh.png,Cargo_x13283_y11430.png,Cargo_x13283_y11430_vh.png,VV,VH,VV,"VV,VH",matched,1,ef8ff9a32-2f83-5a4b-521d-12978f4d2e87,525901843,SPOB.KERTAJAYA,IDN,YDFH4,1116868.0,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2025-10-21T03:58:21Z,2026-06-01T22:03:20Z,,,,,,,,,,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,7.1248352100000005,176.526886009038,9.021659967339575,49.0,99.5,0.7449953484758964,157.41365124668437,14.451989638147133,2026-02-04T22:00:00+00:00,2026-02-04T23:00:00+00:00,-3.22,113.13999938964844,-3.34,113.19000244140624,2.010651818070811,19.11323476235364,,already_filled,,,,,,exact_scene_position_match,122.0,S1A_IW_GRDH_1SDV_20260204T220815_20260204T220840_063075_07EA7C_278C;113.1333480;-3.2031810,1770242908,0.0548836507735448,1.6900675259797708,,public-global-vessel-identity:v4.0,,,1116868.0,1527.0,3435.0,GFW selfReportedInfo.imo,"VesselFinder details page, IMO exact match","Maritime Optima vessel page, IMO/MMSI exact match",derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,https://www.vesselfinder.com/vessels/details/1116868,1527.0,1116868.0,525901843.0,SPOB.KERTAJAYA,https://www.vesselfinder.com/vessels/details/1116868,matched_by_imo,,,,,,,https://maritimeoptima.com/public/vessels/pages/imo%3A1116868/mmsi%3A525901843/SPOB_KERTAJAYA.html,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260201T214258_20260201T214323_063031_07E8E6_6469,13368,7900,Cargo_x13368_y7900.tif,Cargo_x13368_y7900.tif,Cargo,13365,7893,13371,7907,13336,7868,13400,7932,152.284256,119.77257932736693,-0.6728478771096151,,,,,,370354000,,,,,,,,,,,,,HF FORTUNE,CARGO,,,Cargo,372.0,,Cargo_x13368_y7900_vv.tif,Cargo_x13368_y7900_vh.tif,Cargo_x13368_y7900.tif,Cargo_x13368_y7900_vh.tif,Cargo_x13368_y7900_vv.tif,Cargo_x13368_y7900_vh.tif,Cargo_x13368_y7900.tif,Cargo_x13368_y7900_vh.tif,Cargo_x13368_y7900_vv.tif,Cargo_x13368_y7900_vh.tif,Cargo_x13368_y7900.tif,Cargo_x13368_y7900_vh.tif,Cargo_x13368_y7900_vv.png,Cargo_x13368_y7900_vh.png,Cargo_x13368_y7900.png,Cargo_x13368_y7900_vh.png,VV,VH,VV,"VV,VH",matched,2,8c111b13b-b0fe-2ffe-d80c-bbbab9506b02,370354000,HF FORTUNE,PAN,3FIE3,9363962.0,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2019-05-11T07:07:46Z,2026-05-16T20:02:34Z,,,,,,,,,,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,15.2284256,,,,,,,,,,,,,,,,,not_filled,konsensus VV/VH tidak sejajar kuat dengan arah AIS,,,,,exact_scene_position_match,334.29998779296875,S1A_IW_GRDH_1SDV_20260201T214258_20260201T214323_063031_07E8E6_6469;119.7725790;-0.6728480,1769982191,0.038879559590954606,2.5014216933830653,,public-global-vessel-identity:v4.0,,,8011990.0,372.0,,GFW registryInfo.imo,GFW registryInfo.tonnageGt,,derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,,,,,,,,,,,,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260201T214348_20260201T214413_063031_07E8E6_AD4A,1342,13720,Cargo_x1342_y13720.tif,Cargo_x1342_y13720.tif,Cargo,1348,13712,1336,13728,1310,13688,1374,13752,200.659637,118.04798653374108,-4.2131984645031775,,,,,,414751000,,,,,,,,,,,,,BAO XIANG LING,CARGO,,,Cargo,28780.0,47514.0,Cargo_x1342_y13720_vv.tif,Cargo_x1342_y13720_vh.tif,Cargo_x1342_y13720.tif,Cargo_x1342_y13720_vh.tif,Cargo_x1342_y13720_vv.tif,Cargo_x1342_y13720_vh.tif,Cargo_x1342_y13720.tif,Cargo_x1342_y13720_vh.tif,Cargo_x1342_y13720_vv.tif,Cargo_x1342_y13720_vh.tif,Cargo_x1342_y13720.tif,Cargo_x1342_y13720_vh.tif,Cargo_x1342_y13720_vv.png,Cargo_x1342_y13720_vh.png,Cargo_x1342_y13720.png,Cargo_x1342_y13720_vh.png,VV,VH,VV,"VV,VH",matched,2,a3036b9b2-2aa9-b810-2ad5-10088ea7752f,414751000,BAO XIANG LING,CHN,BRJJ,9604263.0,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2012-12-11T05:47:42Z,2026-06-01T22:29:16Z,registry_ssvid_exact,414751000.0,BAOXIANGLING,CHN,9604263.0,,,,28780.0,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,20.0659637,32.483631427728675,6.263830320162079,7.0,99.0,8.57717993173214,37.80226417340151,12.66525434615807,2026-02-01T21:00:00+00:00,2026-02-01T22:00:00+00:00,-4.26,118.01000213623048,-4.17,118.08000183105467,5.973164008200556,5.318632745672836,,filled,,VH_rescue,10.071444942868968,32.483631427728675,,exact_scene_position_match,38.70000076293945,S1A_IW_GRDH_1SDV_20260201T214348_20260201T214413_063031_07E8E6_AD4A;118.0479870;-4.2131980,1769982241,0.0730837805258945,1.8301031170954047,,public-global-vessel-identity:v4.0,GFW registryInfo.tonnageGt,,9604263.0,28780.0,47514.0,GFW registryInfo.imo,GFW registryInfo.tonnageGt,"Maritime Optima vessel page, IMO/MMSI exact match",derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,,,,,,,,,,,https://maritimeoptima.com/public/vessels/pages/imo%3A9604263/mmsi%3A414751000/BAO_XIANG_LING.html,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260207T223305_20260207T223330_063119_07EC28_AC9D,13439,17387,Cargo_x13439_y17387.tif,Cargo_x13439_y17387.tif,Cargo,13439,17385,13439,17389,13407,17355,13471,17419,44.985836,106.87240580211562,-4.260175953778951,,,,,,525023328,,,,,,,,,,,,,KM BUANA EMAS,CARGO,,,Cargo,716.0,,Cargo_x13439_y17387_vv.tif,Cargo_x13439_y17387_vh.tif,Cargo_x13439_y17387.tif,Cargo_x13439_y17387_vh.tif,Cargo_x13439_y17387_vv.tif,Cargo_x13439_y17387_vh.tif,Cargo_x13439_y17387.tif,Cargo_x13439_y17387_vh.tif,Cargo_x13439_y17387_vv.tif,Cargo_x13439_y17387_vh.tif,Cargo_x13439_y17387.tif,Cargo_x13439_y17387_vh.tif,Cargo_x13439_y17387_vv.png,Cargo_x13439_y17387_vh.png,Cargo_x13439_y17387.png,Cargo_x13439_y17387_vh.png,VV,VH,VV,"VV,VH",matched,2,b146303c6-6b6a-0624-e98b-3658a6614275,525023328,KM BUANA EMAS,IDN,YHFS,,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2016-03-19T14:39:08Z,2026-06-01T23:58:42Z,,,,,,,,,,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,4.4985836,,,,,,,,,,,,,,,,,not_filled,AIS Presence tidak mengapit waktu scene,,,,,exact_scene_position_match,358.3999938964844,S1A_IW_GRDH_1SDV_20260207T223305_20260207T223330_063119_07EC28_AC9D;106.8724060;-4.2601760,1770503598,0.022536838334872314,1.600006103515625,,public-global-vessel-identity:v4.0,,,8608808.0,716.0,,"Boat-Agent details page, MMSI and name exact/compatible match","Boat-Agent details page, MMSI/name/IMO verified match",,derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,https://boat-agent.com/ship/buana-emas-8608808-525023328.html,https://boat-agent.com/ship/buana-emas-8608808-525023328.html,,,525023328.0,KM.BUANA EMAS,https://www.vesselfinder.com/vessels/details/525023328,,http_ok,8608808.0,716.0,BUANA EMAS (KM BUANA EMAS),https://boat-agent.com/ship/buana-emas-8608808-525023328.html,matched_by_mmsi_name,,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260201T214233_20260201T214258_063031_07E8E6_DE84,13868,6049,Cargo_x13868_y6049.tif,Cargo_x13868_y6049.tif,Cargo,13873,6044,13863,6054,13836,6017,13900,6081,136.553528,120.1407195654478,1.003151890828684,,,,,,525600354,,,,,,,,,,,,,FATIMA II,CARGO,,,Cargo,3837.0,5151.0,Cargo_x13868_y6049_vv.tif,Cargo_x13868_y6049_vh.tif,Cargo_x13868_y6049.tif,Cargo_x13868_y6049_vh.tif,Cargo_x13868_y6049_vv.tif,Cargo_x13868_y6049_vh.tif,Cargo_x13868_y6049.tif,Cargo_x13868_y6049_vh.tif,Cargo_x13868_y6049_vv.tif,Cargo_x13868_y6049_vh.tif,Cargo_x13868_y6049.tif,Cargo_x13868_y6049_vh.tif,Cargo_x13868_y6049_vv.png,Cargo_x13868_y6049_vh.png,Cargo_x13868_y6049.png,Cargo_x13868_y6049_vh.png,VV,VH,VV,"VV,VH",matched,1,1c751f6ff-f8d6-f281-682b-facd82fb6452,525600354,FATIMA II,IDN,POBA,9127875.0,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,CARGO,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2022-04-19T07:15:58Z,2026-06-01T23:58:36Z,registry_ssvid_exact,525600354.0,FATIMA2,IDN,9127875.0,,,,3837.0,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,13.6553528,,,,,,,,,,,,,,,,,not_filled,konsensus VV/VH tidak sejajar kuat dengan arah AIS,,,,,exact_scene_position_match,45.0,S1A_IW_GRDH_1SDV_20260201T214233_20260201T214258_063031_07E8E6_DE84;120.1407200;1.00315200,1769982166,0.04981441842652764,0.0,,public-global-vessel-identity:v4.0,GFW registryInfo.tonnageGt,,9127875.0,3837.0,5151.0,GFW registryInfo.imo,GFW registryInfo.tonnageGt,"Maritime Optima vessel page, IMO/MMSI exact match",derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,,,,,,,,,,,https://maritimeoptima.com/public/vessels/pages/imo%3A9127875/mmsi%3A525600354/FATIMA_II.html,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
